0.000694 0.000000
0.002083 0.000000
0.003472 0.000000
0.004861 0.000000
0.006250 0.000000
0.007639 0.000000
0.009028 0.000000
0.010417 0.000000
0.011806 0.000000
0.013194 0.000000
0.014583 0.000000
0.015972 0.000000
0.017361 0.000000
0.018750 0.000000
0.020139 0.000000
0.021528 0.000001
0.022917 0.000001
0.024306 0.000001
0.025694 0.000001
0.027083 0.000001
0.028472 0.000001
0.029861 0.000001
0.031250 0.000002
0.032639 0.000002
0.034028 0.000002
0.035417 0.000002
0.036806 0.000002
0.038194 0.000003
0.039583 0.000003
0.040972 0.000003
0.042361 0.000003
0.043750 0.000004
0.045139 0.000004
0.046528 0.000004
0.047917 0.000004
0.049306 0.000005
0.050694 0.000005
0.052083 0.000005
0.053472 0.000006
0.054861 0.000006
0.056250 0.000007
0.057639 0.000007
0.059028 0.000007
0.060417 0.000008
0.061806 0.000008
0.063194 0.000009
0.064583 0.000009
0.065972 0.000010
0.067361 0.000010
0.068750 0.000011
0.070139 0.000011
0.071528 0.000012
0.072917 0.000012
0.074306 0.000013
0.075694 0.000013
0.077083 0.000014
0.078472 0.000014
0.079861 0.000015
0.081250 0.000016
0.082639 0.000016
0.084028 0.000017
0.085417 0.000018
0.086806 0.000018
0.088194 0.000019
0.089583 0.000020
0.090972 0.000020
0.092361 0.000021
0.093750 0.000022
0.095139 0.000023
0.096528 0.000023
0.097917 0.000024
0.099306 0.000025
0.100694 0.000026
0.102083 0.000027
0.103472 0.000027
0.104861 0.000028
0.106250 0.000029
0.107639 0.000030
0.109028 0.000031
0.110417 0.000032
0.111806 0.000033
0.113194 0.000034
0.114583 0.000035
0.115972 0.000036
0.117361 0.000037
0.118750 0.000038
0.120139 0.000039
0.121528 0.000040
0.122917 0.000041
0.124306 0.000042
0.125694 0.000043
0.127083 0.000044
0.128472 0.000045
0.129861 0.000046
0.131250 0.000047
0.132639 0.000048
0.134028 0.000049
0.135417 0.000051
0.136806 0.000052
0.138194 0.000053
0.139583 0.000054
0.140972 0.000055
0.142361 0.000057
0.143750 0.000058
0.145139 0.000059
0.146528 0.000060
0.147917 0.000062
0.149306 0.000063
0.150694 0.000064
0.152083 0.000066
0.153472 0.000067
0.154861 0.000068
0.156250 0.000070
0.157639 0.000071
0.159028 0.000073
0.160417 0.000074
0.161806 0.000075
